_id,name,category_code,number_of_employees,founded_year,deadpooled_year,description,latitude,longitude,country,state,city,monedas,total_amount_raised,geo,num_companies,num_employees,total_money
5d83a90255488441b3fff5c2,Aruspex,software,26,2003.0,,Workforce planning software,37.790346,-122.40185,USA,CA,San Francisco,Dolares estadounidenses,3770000.0,"{'type': 'Point', 'coordinates': [-122.40185, 37.790346]}",20,1910,716470000.0
5d83a90255488441b3fff5c3,Citizen Sports,games_video,27,,,,37.777513,-122.397044,USA,CA,San Francisco,Dolares estadounidenses,10000000.0,"{'type': 'Point', 'coordinates': [-122.397044, 37.777513]}",12,1397,351200000.0
5d83a90255488441b3fff5ca,Transpera,mobile,20,2007.0,,mobile video advertising,37.785792,-122.405081,USA,CA,San Francisco,Dolares estadounidenses,19500000.0,"{'type': 'Point', 'coordinates': [-122.405081, 37.785792]}",17,1680,576170000.0
5d83a90255488441b3fff5cb,Keibi Technologies,software,30,2006.0,,Moderating Software for Social Networks ,37.787646,-122.402759,USA,CA,San Francisco,Dolares estadounidenses,5000000.0,"{'type': 'Point', 'coordinates': [-122.402759, 37.787646]}",20,1910,700970000.0
5d83a90255488441b3fff5d1,Zendesk,software,400,2007.0,,customer service solution,55.676294,12.568116,USA,CA,San Francisco,Dolares estadounidenses,85500000.0,"{'type': 'Point', 'coordinates': [12.568116, 55.676294]}",1,400,85500000.0
5d83a90255488441b3fff5d5,ngmoco,games_video,150,2008.0,,Games for the iPhone,37.7705096,-122.4015807,USA,CA,San Francisco,Dolares estadounidenses,44800000.0,"{'type': 'Point', 'coordinates': [-122.4015807, 37.7705096]}",5,407,929480000.0
5d83a90255488441b3fff5d6,Kontagent,analytics,80,2007.0,,Mobile Analytics,37.7797255,-122.4020593,USA,CA,San Francisco,Dolares estadounidenses,17500000.0,"{'type': 'Point', 'coordinates': [-122.4020593, 37.7797255]}",17,1534,391400000.0
5d83a90255488441b3fff5d7,Achievers,software,150,1995.0,,Employee Recognition and Rewards ,43.637296,-79.425455,USA,CA,San Francisco,Dolares estadounidenses,50100000.0,"{'type': 'Point', 'coordinates': [-79.425455, 43.637296]}",1,150,50100000.0
5d83a90255488441b3fff5dc,Demandbase,analytics,80,2006.0,,,37.796843,-122.400346,USA,CA,San Francisco,Dolares estadounidenses,33000000.0,"{'type': 'Point', 'coordinates': [-122.400346, 37.796843]}",9,958,505070000.0
5d83a90255488441b3fff5de,Telespree,software,20,1998.0,,,37.777092,-122.391011,USA,CA,San Francisco,Dolares estadounidenses,1000000.0,"{'type': 'Point', 'coordinates': [-122.391011, 37.777092]}",10,1167,288900000.0
5d83a90255488441b3fff5e0,Mindjet,software,200,1995.0,,Collaboration software and solutions,50.095312,9.049981,USA,CA,San Francisco,Dolares estadounidenses,15000000.0,"{'type': 'Point', 'coordinates': [9.049981, 50.095312]}",1,200,15000000.0
5d83a90255488441b3fff5e1,Lolapps,web,65,2008.0,,,37.7870923,-122.3999719,USA,CA,San Francisco,Dolares estadounidenses,4000000.0,"{'type': 'Point', 'coordinates': [-122.3999719, 37.7870923]}",23,2500,754270000.0
5d83a90255488441b3fff5e2,Lyft,software,180,2007.0,,Your friend with a car™,37.7899027,-122.4007846,USA,CA,San Francisco,Dolares estadounidenses,82500000.0,"{'type': 'Point', 'coordinates': [-122.4007846, 37.7899027]}",20,1910,716470000.0
5d83a90255488441b3fff5f1,Klout,social,79,2008.0,,Measures Online Influence,34.0497638,-118.2474287,USA,CA,San Francisco,Dolares estadounidenses,40000000.0,"{'type': 'Point', 'coordinates': [-118.2474287, 34.0497638]}",1,79,40000000.0
5d83a90255488441b3fff5f2,Double Fusion,web,80,2004.0,,"round-game, and web-based solutions",37.7887135,-122.3927145,USA,CA,San Francisco,Dolares estadounidenses,59000000.0,"{'type': 'Point', 'coordinates': [-122.3927145, 37.7887135]}",19,1560,410870000.0
5d83a90255488441b3fff5f3,5th Finger,mobile,50,2008.0,,Responsive Design Solutions Provider,37.7900992,-122.4021988,USA,CA,San Francisco,Dolares estadounidenses,7000000.0,"{'type': 'Point', 'coordinates': [-122.4021988, 37.7900992]}",20,1910,716470000.0
5d83a90255488441b3fff5f9,Skout,social,100,2007.0,,Mobile App for Meeting New People,37.7800539,-122.3912492,USA,CA,San Francisco,Dolares estadounidenses,22000000.0,"{'type': 'Point', 'coordinates': [-122.3912492, 37.7800539]}",13,1370,375900000.0
5d83a90255488441b3fff600,CyberArts,software,55,,,Gaming software developer,37.737609,-122.435399,USA,CA,San Francisco,Dolares estadounidenses,16300000.0,"{'type': 'Point', 'coordinates': [-122.435399, 37.737609]}",1,55,16300000.0
5d83a90255488441b3fff603,Unity Technologies,games_video,200,2004.0,,Democratizing interactive 3D,55.6924605,12.530107,USA,CA,San Francisco,Dolares estadounidenses,17500000.0,"{'type': 'Point', 'coordinates': [12.530107, 55.6924605]}",1,200,17500000.0
5d83a90255488441b3fff613,RainStor,analytics,40,2004.0,,DB for Managing & Analyzing Big Data,51.865488,-2.235187,USA,CA,San Francisco,Dolares estadounidenses,26300000.0,"{'type': 'Point', 'coordinates': [-2.235187, 51.865488]}",1,40,26300000.0
5d83a90255488441b3fff61a,UTOPY,software,40,1999.0,,,37.767575,-122.411157,USA,CA,San Francisco,Dolares estadounidenses,7500000.0,"{'type': 'Point', 'coordinates': [-122.411157, 37.767575]}",4,380,919480000.0
