,_id,name,category_code,number_of_employees,founded_year,deadpooled_year,description,latitude,longitude,country,state,city,monedas,total_amount_raised,geo,num_companies,num_employees,total_money
28,5d83a90255488441b3fff576,PayScale,software,130,1999.0,,Cloud Compensation Software,47.5999337,-122.3276962,USA,WA,Seattle,Dolares estadounidenses,31100000.0,"{'type': 'Point', 'coordinates': [-122.3276962, 47.5999337]}",3,205,45870000.0
29,5d83a90255488441b3fff577,Grockit,social,25,2006.0,,Online social learning games,37.775196,-122.419204,USA,CA,San Francisco,Dolares estadounidenses,44700000.0,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",3,1487,1233400000.0
30,5d83a90255488441b3fff578,BuddyTV,games_video,20,2005.0,,Online TV guide and viewer community,47.61968,-122.356756,USA,WA,Seattle,Dolares estadounidenses,10600000.0,"{'type': 'Point', 'coordinates': [-122.356756, 47.61968]}",3,173,20550000.0
31,5d83a90255488441b3fff579,Curse,games_video,58,2006.0,,Online games media company,37.787092,-122.399972,USA,CA,San Francisco,Dolares estadounidenses,12000000.0,"{'type': 'Point', 'coordinates': [-122.399972, 37.787092]}",23,2500,754270000.0
32,5d83a90255488441b3fff57a,AOL,web,8000,1985.0,,,40.7311317,-73.9919311,USA,NY,New York,Dolares estadounidenses,1000000000.0,"{'type': 'Point', 'coordinates': [-73.9919311, 40.7311317]}",6,8317,1067430000.0
33,5d83a90255488441b3fff57b,Dropbox,software,350,2007.0,,"Always have your stuff, wherever you are",37.7909427,-122.4084994,USA,CA,San Francisco,Dolares estadounidenses,257000000.0,"{'type': 'Point', 'coordinates': [-122.4084994, 37.7909427]}",15,1612,578170000.0
34,5d83a90255488441b3fff57c,Yola,web,70,2007.0,,Free Websites,37.7911148,-122.3954751,USA,CA,San Francisco,Dolares estadounidenses,25000000.0,"{'type': 'Point', 'coordinates': [-122.3954751, 37.7911148]}",16,950,368570000.0
35,5d83a90255488441b3fff57d,Kongregate,games_video,20,2006.0,,Gaming social network,37.786942,-122.401245,USA,CA,San Francisco,Dolares estadounidenses,19000000.0,"{'type': 'Point', 'coordinates': [-122.401245, 37.786942]}",22,2000,714270000.0
36,5d83a90255488441b3fff57e,BitTorrent,web,80,2004.0,,Software and Internet Protocols,37.790998,-122.394668,USA,CA,San Francisco,Dolares estadounidenses,40800000.0,"{'type': 'Point', 'coordinates': [-122.394668, 37.790998]}",18,1490,417070000.0
37,5d83a90255488441b3fff57f,OpenTable,web,550,1998.0,,Online Restaurant Reservation Provider,37.785647,-122.405265,USA,CA,San Francisco,Dolares estadounidenses,48000000.0,"{'type': 'Point', 'coordinates': [-122.405265, 37.785647]}",17,1680,576170000.0
38,5d83a90255488441b3fff580,MocoSpace,games_video,25,2005.0,,Largest mobile games community in N Amer,42.350274,-71.058768,USA,MA,Boston,Dolares estadounidenses,10500000.0,"{'type': 'Point', 'coordinates': [-71.058768, 42.350274]}",2,50,13500000.0
39,5d83a90255488441b3fff581,Tutor,web,55,1998.0,,,40.707921,-74.004792,USA,NY,New York,Dolares estadounidenses,13500000.0,"{'type': 'Point', 'coordinates': [-74.004792, 40.707921]}",2,75,17140000.0
40,5d83a90255488441b3fff582,IMVU,web,150,2004.0,,Online 3D Community,37.3927975,-122.0727749,USA,CA,Mountain View,Dolares estadounidenses,29000000.0,"{'type': 'Point', 'coordinates': [-122.0727749, 37.3927975]}",6,1522,313730000.0
41,5d83a90255488441b3fff583,OMGPOP,games_video,50,2006.0,,Free online multiplayer game ,40.723384,-74.001704,USA,NY,New York,Dolares estadounidenses,16600000.000000002,"{'type': 'Point', 'coordinates': [-74.001704, 40.723384]}",7,633,123650000.0
42,5d83a90255488441b3fff584,SayNow,mobile,20,2005.0,,Reinventing the phone call,37.42746,-122.143915,USA,CA,Palo Alto,Dolares estadounidenses,7500000.0,"{'type': 'Point', 'coordinates': [-122.143915, 37.42746]}",1,20,7500000.0
43,5d83a90255488441b3fff585,PixSense,mobile,35,2003.0,,Monetizing User Generated Mobile Media,37.387114,-121.973228,USA,CA,Santa Clara,Dolares estadounidenses,7400000.0,"{'type': 'Point', 'coordinates': [-121.973228, 37.387114]}",4,285,67000000.0
44,5d83a90255488441b3fff586,Ooyala,analytics,300,2007.0,,"Video streaming, analytics, monetization",37.386665,-122.084171,USA,CA,Mountain View,Dolares estadounidenses,122000000.0,"{'type': 'Point', 'coordinates': [-122.084171, 37.386665]}",5,1051,294700000.0
45,5d83a90255488441b3fff587,Behance,web,30,2006.0,,,40.74406,-74.004592,USA,NY,New York,Dolares estadounidenses,6500000.0,"{'type': 'Point', 'coordinates': [-74.004592, 40.74406]}",2,130,9500000.0
46,5d83a90255488441b3fff588,Fixya,web,30,2013.0,,Tech Support Community,37.566879,-122.323895,USA,CA,San Mateo,Dolares estadounidenses,8000000.0,"{'type': 'Point', 'coordinates': [-122.323895, 37.566879]}",1,30,8000000.0
47,5d83a90255488441b3fff589,FlowPlay,games_video,30,2006.0,,Virtual world technology and games,47.6015315,-122.335943,USA,WA,Seattle,Dolares estadounidenses,3970000.0,"{'type': 'Point', 'coordinates': [-122.335943, 47.6015315]}",3,205,45870000.0
48,5d83a90255488441b3fff58a,Crunchyroll,games_video,50,2008.0,,Digital Entertainment and Media Platform,37.781265,-122.393229,USA,CA,San Francisco,Dolares estadounidenses,4800000.0,"{'type': 'Point', 'coordinates': [-122.393229, 37.781265]}",17,1534,418900000.0
49,5d83a90255488441b3fff58b,Mozilla,web,800,1998.0,,,37.418491,-122.08744,USA,CA,Mountain View,Dolares estadounidenses,2300000.0,"{'type': 'Point', 'coordinates': [-122.08744, 37.418491]}",6,1120,217400000.0
50,5d83a90255488441b3fff58c,Worklight,mobile,30,2006.0,,mobile application platform software,40.756799,-73.976348,USA,NY,New York,Dolares estadounidenses,17600000.0,"{'type': 'Point', 'coordinates': [-73.976348, 40.756799]}",5,490,253900000.0
51,5d83a90255488441b3fff58d,Rupture,games_video,25,,,Gaming Social Network,37.783898,-122.395234,USA,CA,San Francisco,Dolares estadounidenses,3000000.0,"{'type': 'Point', 'coordinates': [-122.395234, 37.783898]}",27,2662,706470000.0
52,5d83a90255488441b3fff58e,Polyvore,web,73,2007.0,,Social Shopping Platform,37.386175,-122.083487,USA,CA,Mountain View,Dolares estadounidenses,22100000.0,"{'type': 'Point', 'coordinates': [-122.083487, 37.386175]}",5,1051,294700000.0
53,5d83a90255488441b3fff58f,EchoSign,web,100,2005.0,,The Web's #1 Electronic Signature Servic,37.445326,-122.160671,USA,CA,Palo Alto,Dolares estadounidenses,8500000.0,"{'type': 'Point', 'coordinates': [-122.160671, 37.445326]}",4,340,71600000.0
54,5d83a90255488441b3fff590,Automattic,web,200,2005.0,,Develops publishing platforms,37.744274,-122.421344,USA,CA,San Francisco,Dolares estadounidenses,30600000.0,"{'type': 'Point', 'coordinates': [-122.421344, 37.744274]}",1,200,30600000.0
55,5d83a90255488441b3fff591,Baynote,software,80,2004.0,,,37.332271,-122.006539,USA,CA,San Jose,Dolares estadounidenses,27800000.0,"{'type': 'Point', 'coordinates': [-122.006539, 37.332271]}",1,80,27800000.0
56,5d83a90255488441b3fff592,Disqus,web,43,2007.0,,The Web's Community of Communities,37.786906,-122.397672,USA,CA,San Francisco,Dolares estadounidenses,10500000.0,"{'type': 'Point', 'coordinates': [-122.397672, 37.786906]}",24,2415,555470000.0
57,5d83a90255488441b3fff593,Vobile,web,120,2005.0,,,37.399208,-121.97895,USA,CA,Santa Clara,Dolares estadounidenses,10000000.0,"{'type': 'Point', 'coordinates': [-121.97895, 37.399208]}",1,120,10000000.0
58,5d83a90255488441b3fff594,RealSelf,web,23,2006.0,,,47.620716,-122.347533,USA,WA,Seattle,Dolares estadounidenses,1950000.0,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}",4,196,24150000.0
59,5d83a90255488441b3fff595,Splunk,software,500,2003.0,,Machine data analytics,37.78274,-122.390945,USA,CA,San Francisco,Dolares estadounidenses,40000000.0,"{'type': 'Point', 'coordinates': [-122.390945, 37.78274]}",16,1514,423200000.0
60,5d83a90255488441b3fff596,Kewego,games_video,65,2003.0,,Video sharing and distribution,46.227638,2.213749,FRA,,Paris,Dolares estadounidenses,19400000.0,"{'type': 'Point', 'coordinates': [2.213749, 46.227638]}",1,65,19400000.0
61,5d83a90255488441b3fff597,HubPages,web,21,2006.0,,Most rewarding place to publish online,37.7876952,-122.3991505,USA,CA,San Francisco,Dolares estadounidenses,8000000.0,"{'type': 'Point', 'coordinates': [-122.3991505, 37.7876952]}",23,2500,754270000.0
62,5d83a90255488441b3fff598,Viadeo,social,400,2004.0,,Professional Social Network,48.8747064,2.3304161,FRA,,Paris,Dolares estadounidenses,50200000.0,"{'type': 'Point', 'coordinates': [2.3304161, 48.8747064]}",1,400,50200000.0
63,5d83a90255488441b3fff599,Qik,mobile,60,2006.0,,Live video casting from cell phones,37.486368,-122.230116,USA,CA,Redwood City,Dolares estadounidenses,14800000.0,"{'type': 'Point', 'coordinates': [-122.230116, 37.486368]}",2,80,48800000.0
64,5d83a90255488441b3fff59a,HubSpot,software,650,2006.0,,inbound marketing platform,42.375392,-71.118487,USA,MA,Cambridge,Dolares estadounidenses,131000000.0,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}",1,650,131000000.0
65,5d83a90255488441b3fff59b,Bunchball,software,60,2005.0,,Gamification,37.3208403,-121.9479223,USA,CA,Redwood City,Dolares estadounidenses,12500000.0,"{'type': 'Point', 'coordinates': [-121.9479223, 37.3208403]}",1,60,12500000.0
66,5d83a90255488441b3fff59c,4Home,software,36,2006.0,,XML Based Mobile Software Platform,37.385225,-121.991912,USA,CA,Sunnyvale,Dolares estadounidenses,9150000.0,"{'type': 'Point', 'coordinates': [-121.991912, 37.385225]}",2,316,260150000.0
67,5d83a90255488441b3fff59d,Zynga,games_video,115,2007.0,,Network of gaming applications,37.765158,-122.404234,USA,CA,San Francisco,Dolares estadounidenses,860000000.0,"{'type': 'Point', 'coordinates': [-122.404234, 37.765158]}",4,380,919480000.0
68,5d83a90255488441b3fff59e,clipsync,web,28,2007.0,,Social TV,37.2906027,-121.9317853,USA,CA,San Francisco,Dolares estadounidenses,1510000.0,"{'type': 'Point', 'coordinates': [-121.9317853, 37.2906027]}",2,15028,8210000.0
69,5d83a90255488441b3fff59f,Craigslist,web,25,1995.0,,,37.762512,-122.46649,USA,CA,San Francisco,Dolares estadounidenses,13500000.0,"{'type': 'Point', 'coordinates': [-122.46649, 37.762512]}",1,25,13500000.0
70,5d83a90255488441b3fff5a0,Oddcast,web,65,1999.0,,,40.752325,-73.988477,USA,NY,New York,Dolares estadounidenses,4000000.0,"{'type': 'Point', 'coordinates': [-73.988477, 40.752325]}",5,309,148150000.0
71,5d83a90255488441b3fff5a1,Mixbook,web,90,2006.0,,Online Photo Book Software,37.383844,-121.918319,USA,CA,Palo Alto,Dolares estadounidenses,11000000.0,"{'type': 'Point', 'coordinates': [-121.918319, 37.383844]}",1,90,11000000.0
72,5d83a90255488441b3fff5a2,Escapia,software,23,2000.0,,Online Vacation Rental Software,47.613896,-122.3413,USA,WA,Seattle,Dolares estadounidenses,3600000.0,"{'type': 'Point', 'coordinates': [-122.3413, 47.613896]}",4,266,42050000.0
73,5d83a90255488441b3fff5a3,TheLadders,web,110,2003.0,,,40.725883,-74.006196,USA,NY,New York,Dolares estadounidenses,7250000.0,"{'type': 'Point', 'coordinates': [-74.006196, 40.725883]}",5,378,67850000.0
74,5d83a90255488441b3fff5a4,Evernote,software,280,2004.0,,Remember everything.,37.386774,-121.987661,USA,CA,Redwood City,Dolares estadounidenses,251000000.0,"{'type': 'Point', 'coordinates': [-121.987661, 37.386774]}",3,356,281050000.0
75,5d83a90255488441b3fff5a5,Inform Technologies,web,26,2004.0,,,40.744639,-73.983963,USA,NY,New York,Dolares estadounidenses,29300000.0,"{'type': 'Point', 'coordinates': [-73.983963, 40.744639]}",8,400,149780000.0
76,5d83a90255488441b3fff5a6,Intuit,software,8000,1983.0,,business & financial mgmt. solutions,37.428373,-122.097604,USA,CA,Mountain View,Dolares estadounidenses,6700000.0,"{'type': 'Point', 'coordinates': [-122.097604, 37.428373]}",2,8110,39700000.0
77,5d83a90255488441b3fff5a7,SugarSync,web,60,2004.0,,Data Sync and Online Backup,37.54763,-122.307887,USA,CA,San Mateo,Dolares estadounidenses,61000000.0,"{'type': 'Point', 'coordinates': [-122.307887, 37.54763]}",2,115,92200000.0
78,5d83a90255488441b3fff5a8,OLX,web,85,2006.0,,international online classifieds,40.8587524,-73.7258199,USA,NY,New York,Dolares estadounidenses,28500000.0,"{'type': 'Point', 'coordinates': [-73.7258199, 40.8587524]}",1,85,28500000.0
79,5d83a90255488441b3fff5a9,Phreesia,software,70,2005.0,,patient check-in software,40.739794,-73.985878,USA,NY,New York,Dolares estadounidenses,42700000.0,"{'type': 'Point', 'coordinates': [-73.985878, 40.739794]}",8,385,160280000.0
80,5d83a90255488441b3fff5aa,Boonty,games_video,150,2001.0,,,40.717248,-74.002662,USA,NY,New York,Dolares estadounidenses,10000000.0,"{'type': 'Point', 'coordinates': [-74.002662, 40.717248]}",4,328,83400000.0
81,5d83a90255488441b3fff5ab,Elance,web,100,1998.0,,Online Employment Platform,37.398022,-122.049143,USA,CA,Mountain View,Dolares estadounidenses,94800000.0,"{'type': 'Point', 'coordinates': [-122.049143, 37.398022]}",1,100,94800000.0
82,5d83a90255488441b3fff5ac,Clarizen,software,110,2005.0,,Work & Project management software,37.536044,-122.328401,USA,CA,San Mateo,Dolares estadounidenses,56000000.0,"{'type': 'Point', 'coordinates': [-122.328401, 37.536044]}",1,110,56000000.0
83,5d83a90255488441b3fff5ad,Next New Networks,web,121,2007.0,,Micro television network platform,40.743808,-73.983626,USA,NY,New York,Dolares estadounidenses,27100000.0,"{'type': 'Point', 'coordinates': [-73.983626, 40.743808]}",7,335,145780000.0
84,5d83a90255488441b3fff5ae,Replay Solutions,software,30,2004.0,,Software development management,37.512318,-122.200914,USA,CA,Redwood City,Dolares estadounidenses,15200000.0,"{'type': 'Point', 'coordinates': [-122.200914, 37.512318]}",1,30,15200000.0
85,5d83a90255488441b3fff5af,ShareThis,social,80,2007.0,,"sharing network, social influence",37.4203945,-122.0872274,USA,CA,Palo Alto,Dolares estadounidenses,82900000.0,"{'type': 'Point', 'coordinates': [-122.0872274, 37.4203945]}",6,1120,217400000.0
86,5d83a90255488441b3fff5b0,InMage Systems,software,150,2001.0,,disaster recovery (DR) software,37.381034,-121.971487,USA,CA,San Jose,Dolares estadounidenses,35900000.0,"{'type': 'Point', 'coordinates': [-121.971487, 37.381034]}",6,390,119300000.0
87,5d83a90255488441b3fff5b1,Mytopia,games_video,29,2007.0,,,34.007967,-118.489681,USA,CA,Palo Alto,Dolares estadounidenses,3500000.0,"{'type': 'Point', 'coordinates': [-118.489681, 34.007967]}",1,29,3500000.0
88,5d83a90255488441b3fff5b2,Zemanta,web,30,2007.0,,Related Content Recommendations,51.5141566,-0.0934254,GBR,,London,Dolares estadounidenses,7350000.0,"{'type': 'Point', 'coordinates': [-0.0934254, 51.5141566]}",2,80,9910000.0
89,5d83a90255488441b3fff5b3,Bango,mobile,70,1999.0,,Mobile payment & analytics,52.2155382,0.124024,GBR,,Cambridge,Dolares estadounidenses,10200000.0,"{'type': 'Point', 'coordinates': [0.124024, 52.2155382]}",1,70,10200000.0
90,5d83a90255488441b3fff5b4,Berkeley Design Automation,software,30,2001.0,, unified verification platform solutions,37.374659,-121.970209,USA,CA,Santa Clara,Dolares estadounidenses,20300000.0,"{'type': 'Point', 'coordinates': [-121.970209, 37.374659]}",4,315,91000000.0
91,5d83a90255488441b3fff5b5,Marketo,software,260,2006.0,,Marketing Automation Software,37.5583,-122.301385,USA,CA,San Mateo,Dolares estadounidenses,108000000.0,"{'type': 'Point', 'coordinates': [-122.301385, 37.5583]}",3,355,148700000.0
92,5d83a90255488441b3fff5b6,eYeka,software,40,2006.0,,Creative ideas for brands,48.856667,2.350987,FRA,,Paris,Dolares estadounidenses,9340000.0,"{'type': 'Point', 'coordinates': [2.350987, 48.856667]}",1,40,9340000.0
93,5d83a90255488441b3fff5b7,Cellufun,games_video,30,2005.0,,Mobile social gaming community,40.73993,-73.9930489,USA,NY,New York,Dolares estadounidenses,5230000.0,"{'type': 'Point', 'coordinates': [-73.9930489, 40.73993]}",9,8385,1160280000.0
94,5d83a90255488441b3fff5b8,GuardianEdge Technologies,software,85,2002.0,,enterprise endpoint data protection,37.778613,-122.395289,USA,CA,San Mateo,Dolares estadounidenses,19500000.0,"{'type': 'Point', 'coordinates': [-122.395289, 37.778613]}",12,1290,316900000.0
95,5d83a90255488441b3fff5b9,Mojiva,mobile,105,2008.0,,Mobile Advertising,40.7185614,-73.998662,USA,NY,New York,Dolares estadounidenses,45800000.0,"{'type': 'Point', 'coordinates': [-73.998662, 40.7185614]}",6,523,116400000.0
96,5d83a90255488441b3fff5ba,MUBI,games_video,20,2007.0,,streaming video on demand,37.44236,-122.161025,USA,CA,Palo Alto,Dolares estadounidenses,8250000.0,"{'type': 'Point', 'coordinates': [-122.161025, 37.44236]}",4,340,71600000.0
97,5d83a90255488441b3fff5bb,UserVoice,software,22,2008.0,,Online feedback and support software,36.9751032,-122.0253784,USA,CA,San Francisco,Dolares estadounidenses,1800000.0,"{'type': 'Point', 'coordinates': [-122.0253784, 36.9751032]}",1,22,1800000.0
